Primary Key,Participant ID,Treatment Group,Timestamp,Question Label,Before/After Exposure,Error present,Text Explanation ,Actual Chart Error,Error Identified (Coder 1),Error Identified (Coder 2),Coder Mismatch?,Consensus Code
308,2058,TextLint,,PQ 5 Good,Prior,The data axes should be clearer what is it.,There are errors in construction,Good,1,1,,1
317,5291,TextLint,,PQ  6 Rate,Prior,I don't know what the different colour of the colour represent.,It's well constructed,Rate,P,P,,P
322,2151,TextLint,,PQ  6 Rate,Prior,,It's well constructed,Rate,0,0,,0
335,1568,TextLint,,PQ  6 Rate,Prior,,There are errors in construction,Rate,0,0,,0
338,1598,TextLint,,PQ  6 Rate,Prior,,It's well constructed,Rate,0,0,,0
344,1094,TextLint,,PQ  6 Rate,Prior,,It's well constructed,Rate,0,0,,0
356,1427,TextLint,,PQ  6 Rate,Prior,The key doesn't show what the clusters are.,It's well constructed,Rate,0,0,,0
357,2893,TextLint,,PQ  6 Rate,Prior,,It's well constructed,Rate,0,0,,0
358,1179,TextLint,,PQ  6 Rate,Prior,Scale not well chosen - data clustered about the end but no data for the first quarter of graph.,There are errors in construction,Rate,0,0,,0
367,2026,TextLint,,PQ  6 Rate,Prior,too much going on in it,It's well constructed,Rate,0,0,,0
370,2058,TextLint,,PQ  6 Rate,Prior,Its very blurred becasue of the dots and the information is hardly readable.,It's well constructed,Rate,0,0,,0
379,5291,TextLint,,PQ 7 Zero,Prior,,There are errors in construction,Zero Axis,1,1,,1
384,2151,TextLint,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,1,1,,1
397,1568,TextLint,,PQ 7 Zero,Prior,Jan doesn't seem to match the first tick mark,There are errors in construction,Zero Axis,1,1,,1
400,1598,TextLint,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,P,P,,P
406,1094,TextLint,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
418,1427,TextLint,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
419,2893,TextLint,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,P,X,P
420,1179,TextLint,,PQ 7 Zero,Prior,Unequal spacing on X axis,It's well constructed,Zero Axis,0,0,,0
429,2026,TextLint,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
432,2058,TextLint,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,P,X,0
441,5291,TextLint,,PQ 8 Zero,Prior,Major Genre should be shortened into bigger Genre's eg Action/Adventure.,It's well constructed,Zero Axis,0,0,,0
446,2151,TextLint,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
459,1568,TextLint,,PQ 8 Zero,Prior,What does null mean and why is it a category?,It's well constructed,Zero Axis,0,0,,0
462,1598,TextLint,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
468,1094,TextLint,,PQ 8 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
480,1427,TextLint,,PQ 8 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
481,2893,TextLint,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
482,1179,TextLint,,PQ 8 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
491,2026,TextLint,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
494,2058,TextLint,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
503,5291,TextLint,,PQ 9 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
508,2151,TextLint,,PQ 9 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
521,1568,TextLint,,PQ 9 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
524,1598,TextLint,,PQ 9 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
530,1094,TextLint,,PQ 9 Zero,Prior,The key does not need to detail bonus and monthly income,It's well constructed,Zero Axis,0,0,,0
542,1427,TextLint,,PQ 9 Zero,Prior,Hard to understand data points.,There are errors in construction,Zero Axis,0,0,,0
543,2893,TextLint,,PQ 9 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
544,1179,TextLint,,PQ 9 Zero,Prior,"Same as last one, 3 things being graphed on 2d axis makes it hard to understand",There are errors in construction,Zero Axis,0,0,,0
553,2026,TextLint,,PQ 9 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
556,2058,TextLint,,PQ 9 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
565,5291,TextLint,,PQ 10 Legend,Prior,Need more information for below 20 workers.,There are errors in construction,Legend,0,0,,0
570,2151,TextLint,,PQ 10 Legend,Prior,could start the axis at a lower point ,It's well constructed,Legend,1,1,,1
583,1568,TextLint,,PQ 10 Legend,Prior,The axes don't seem to be the right scale since only part of the data is shown,There are errors in construction,Legend,1,1,,1
586,1598,TextLint,,PQ 10 Legend,Prior,,It's well constructed,Legend,0,0,,0
592,1094,TextLint,,PQ 10 Legend,Prior,,There are errors in construction,Legend,1,1,,1
604,1427,TextLint,,PQ 10 Legend,Prior,The number of workers starts at 20.,It's well constructed,Legend,0,0,,0
605,2893,TextLint,,PQ 10 Legend,Prior,,It's well constructed,Legend,1,1,,1
606,1179,TextLint,,PQ 10 Legend,Prior,Bad choice of scale and starting point.,There are errors in construction,Legend,0,0,,0
615,2026,TextLint,,PQ 10 Legend,Prior,,It's well constructed,Legend,0,0,,0
618,2058,TextLint,,PQ 10 Legend,Prior,The axes needs to be switched.,It's well constructed,Legend,0,0,,0
627,5291,TextLint,,PQ 11 Legend,Prior,The date (year-month) y axis is incorrectly represented.,There are errors in construction,Legend,0,0,,0
632,2151,TextLint,,PQ 11 Legend,Prior,,There are errors in construction,Legend,1,1,,1
645,1568,TextLint,,PQ 11 Legend,Prior,Hard to tell the tick mark corresponding to Jan 2000,It's well constructed,Legend,1,1,,1
648,1598,TextLint,,PQ 11 Legend,Prior,,There are errors in construction,Legend,P,1,X,1
654,1094,TextLint,,PQ 11 Legend,Prior,Could perhaps of detailed what 'count' is,There are errors in construction,Legend,1,1,,1
666,1427,TextLint,,PQ 11 Legend,Prior,,There are errors in construction,Legend,0,0,,0
667,2893,TextLint,,PQ 11 Legend,Prior,,It's well constructed,Legend,0,1,X,P
668,1179,TextLint,,PQ 11 Legend,Prior,Format of year-month not followed on X-axis,There are errors in construction,Legend,0,0,,0
677,2026,TextLint,,PQ 11 Legend,Prior,,There are errors in construction,Legend,0,0,,0
680,2058,TextLint,,PQ 11 Legend,Prior,,There are errors in construction,Legend,0,0,,0
689,5291,TextLint,,PQ 12 Legend,Prior,There are more films made in 2000 and rating done prior to 2000 are not representative of the ratings as there is less places and less people to leave or give a rating.,It's poorly constructed,Legend,0,0,,0
694,2151,TextLint,,PQ 12 Legend,Prior,the data is too colated together would beneift from dates being more spread out,It's well constructed,Legend,0,0,,0
707,1568,TextLint,,PQ 12 Legend,Prior,,It's well constructed,Legend,0,P,X,P
710,1598,TextLint,,PQ 12 Legend,Prior,The dots look very confusing in the corner ,It's well constructed,Legend,1,P,X,1
716,1094,TextLint,,PQ 12 Legend,Prior,It's very difficult to interpret anything from this,It's poorly constructed,Legend,0,0,,0
728,1427,TextLint,,PQ 12 Legend,Prior,"Due to the design of the data points, it is hard to visualise because it is congealed. ",It's poorly constructed,Legend,0,0,,0
729,2893,TextLint,,PQ 12 Legend,Prior,,It's well constructed,Legend,0,0,,0
730,1179,TextLint,,PQ 12 Legend,Prior,Can't read any of the data near the end.,It's well constructed,Legend,0,0,,0
739,2026,TextLint,,PQ 12 Legend,Prior,It's looks a mess,It's well constructed,Legend,0,0,,0
742,2058,TextLint,,PQ 12 Legend,Prior,The circles are extremely blurred and unreadable.,It's well constructed,Legend,0,0,,0
751,5291,TextLint,,PQ 13 Size,Prior,The graph shows the Median of yield between 1931 and 1932 but does not have a index to say what the different coloured lines mean.,There are errors in construction,Neg Size,0,0,,0
756,2151,TextLint,,PQ 13 Size,Prior,,There are errors in construction,Neg Size,0,0,,0
769,1568,TextLint,,PQ 13 Size,Prior,,There are errors in construction,Neg Size,0,0,,0
772,1598,TextLint,,PQ 13 Size,Prior,,It's well constructed,Neg Size,0,0,,0
778,1094,TextLint,,PQ 13 Size,Prior,Years could have been extended to months,There are errors in construction,Neg Size,0,0,,0
790,1427,TextLint,,PQ 13 Size,Prior,There is no key to indicate what the yields are,There are errors in construction,Neg Size,0,0,,0
791,2893,TextLint,,PQ 13 Size,Prior,,It's well constructed,Neg Size,0,0,,0
792,1179,TextLint,,PQ 13 Size,Prior,,There are errors in construction,Neg Size,0,0,,0
801,2026,TextLint,,PQ 13 Size,Prior,,It's well constructed,Neg Size,0,0,,0
804,2058,TextLint,,PQ 13 Size,Prior,,There are errors in construction,Neg Size,0,0,,0
813,5291,TextLint,,PQ 14 Size,Prior,I would expect each country to have around the same number of flu cases at week 1 as week 52.,There are errors in construction,Neg Size,0,0,,0
818,2151,TextLint,,PQ 14 Size,Prior,doesnt state what the diffrent lines represent but otherwise clear,There are errors in construction,Neg Size,0,0,,0
831,1568,TextLint,,PQ 14 Size,Prior,Missing a legend,It's well constructed,Neg Size,0,P,X,0
834,1598,TextLint,,PQ 14 Size,Prior,,It's well constructed,Neg Size,0,0,,0
840,1094,TextLint,,PQ 14 Size,Prior,No key for the different colours,There are errors in construction,Neg Size,0,0,,0
852,1427,TextLint,,PQ 14 Size,Prior,There is no key for what country each line represents.,There are errors in construction,Neg Size,0,0,,0
853,2893,TextLint,,PQ 14 Size,Prior,,It's well constructed,Neg Size,0,0,,0
854,1179,TextLint,,PQ 14 Size,Prior,The numbers along the X-axis are hard to read as they are tilted.,It's well constructed,Neg Size,0,0,,0
863,2026,TextLint,,PQ 14 Size,Prior,,It's well constructed,Neg Size,0,0,,0
866,2058,TextLint,,PQ 14 Size,Prior,"The ""weeks"" should be on the Y axis.",It's well constructed,Neg Size,0,0,,0
875,5291,TextLint,,PQ 15 Size,Prior,The graph does not show whether it is per fruit or weight of fruit.,There are errors in construction,Neg Size,P,0,X,0
880,2151,TextLint,,PQ 15 Size,Prior,no explanation for the different colours used,It's well constructed,Neg Size,0,0,,0
893,1568,TextLint,,PQ 15 Size,Prior,,It's well constructed,Neg Size,0,0,,0
896,1598,TextLint,,PQ 15 Size,Prior,,It's well constructed,Neg Size,0,0,,0
902,1094,TextLint,,PQ 15 Size,Prior,The order of fruits could have been better presented.,There are errors in construction,Neg Size,0,0,,0
914,1427,TextLint,,PQ 15 Size,Prior,Unique colours are not used for each bar.,There are errors in construction,Neg Size,0,0,,0
915,2893,TextLint,,PQ 15 Size,Prior,,There are errors in construction,Neg Size,0,0,,0
916,1179,TextLint,,PQ 15 Size,Prior,,It's well constructed,Neg Size,0,0,,0
925,2026,TextLint,,PQ 15 Size,Prior,,There are errors in construction,Neg Size,0,0,,0
928,2058,TextLint,,PQ 15 Size,Prior,,It's well constructed,Neg Size,0,0,,0
937,5291,TextLint,,PQ 16 Color,Prior,Snow has been entered incorrectly for 2013-2015 and all data has been entered into 2012.,There are errors in construction,Color,0,0,,0
942,2151,TextLint,,PQ 16 Color,Prior,,There are errors in construction,Color,0,0,,0
955,1568,TextLint,,PQ 16 Color,Prior,,It's well constructed,Color,1,0,X,1
958,1598,TextLint,,PQ 16 Color,Prior,,It's well constructed,Color,1,1,,1
964,1094,TextLint,,PQ 16 Color,Prior,Examples not fully included in graph,It's well constructed,Color,0,0,,0
976,1427,TextLint,,PQ 16 Color,Prior,The graph's data points are extremely hard to follow.,There are errors in construction,Color,0,0,,0
977,2893,TextLint,,PQ 16 Color,Prior,Data representation in graph is wrongly done.,It's well constructed,Color,1,1,,1
978,1179,TextLint,,PQ 16 Color,Prior,,There are errors in construction,Color,0,0,,0
987,2026,TextLint,,PQ 16 Color,Prior,a bit confusing,It's well constructed,Color,0,0,,0
990,2058,TextLint,,PQ 16 Color,Prior,,There are errors in construction,Color,0,0,,0
999,5291,TextLint,,PQ 17 Color,Prior,The rate of change index is incorrect and March and April have been input incorrectly.,There are errors in construction,Color,0,0,,0
1004,2151,TextLint,,PQ 17 Color,Prior,dont thin the use of circles for plots is a good way of showing data its not clear where the data sits,There are errors in construction,Color,0,0,,0
1017,1568,TextLint,,PQ 17 Color,Prior,,It's well constructed,Color,0,0,,0
1020,1598,TextLint,,PQ 17 Color,Prior,,It's well constructed,Color,0,0,,0
1026,1094,TextLint,,PQ 17 Color,Prior,,It's well constructed,Color,0,0,,0
1038,1427,TextLint,,PQ 17 Color,Prior,It is a poor way of visualising change between months.,There are errors in construction,Color,0,0,,0
1039,2893,TextLint,,PQ 17 Color,Prior,,It's well constructed,Color,1,1,,1
1040,1179,TextLint,,PQ 17 Color,Prior,Missing October and November,There are errors in construction,Color,0,0,,0
1049,2026,TextLint,,PQ 17 Color,Prior,,There are errors in construction,Color,0,0,,0
1052,2058,TextLint,,PQ 17 Color,Prior,This dot symbol method are not good because when are more data it becames blurred.,There are errors in construction,Color,0,0,,0
1061,5291,TextLint,,PQ 18 Color,Prior,"I do not understand what this graph is trying to tell me, there is too much information being used, this graph would be better represented with two graphs.",There are errors in construction,Color,0,0,,0
1066,2151,TextLint,,PQ 18 Color,Prior,not clear what data is being represented in dots and appears that there are a lot of outliers compared to the majority whih are grouped,There are errors in construction,Color,0,0,,0
1079,1568,TextLint,,PQ 18 Color,Prior,,There are errors in construction,Color,1,1,,1
1082,1598,TextLint,,PQ 18 Color,Prior,,There are errors in construction,Color,1,1,,1
1088,1094,TextLint,,PQ 18 Color,Prior,,There are errors in construction,Color,0,0,,0
1100,1427,TextLint,,PQ 18 Color,Prior,The ending cash key has no apparent relationship to party affilation.,It's well constructed,Color,0,0,,0
1101,2893,TextLint,,PQ 18 Color,Prior,,It's well constructed,Color,0,0,,0
1102,1179,TextLint,,PQ 18 Color,Prior,Negative number not below X axis,There are errors in construction,Color,0,0,,0
1111,2026,TextLint,,PQ 18 Color,Prior,too much going on at the 0 marker,It's well constructed,Color,0,0,,0
1114,2058,TextLint,,PQ 18 Color,Prior,"This graph is not transparent enough, and dots are feels very blurred",It's well constructed,Color,0,0,,0
1123,5291,TextLint,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1128,2151,TextLint,,TQ 1 Zero,Post,,,Zero Axis,1,1,,1
1141,1568,TextLint,,TQ 1 Zero,Post,Like,Like,Zero Axis,1,1,,1
1144,1598,TextLint,,TQ 1 Zero,Post,Like,Like,Zero Axis,0,0,,0
1150,1094,TextLint,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1162,1427,TextLint,,TQ 1 Zero,Post,Like,Like,Zero Axis,1,1,,1
1163,2893,TextLint,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1164,1179,TextLint,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1173,2026,TextLint,,TQ 1 Zero,Post,Like,Like,Zero Axis,1,1,,1
1176,2058,TextLint,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1185,5291,TextLint,,TQ 2 Good,Post,,,Good,1,1,,1
1190,2151,TextLint,,TQ 2 Good,Post,,,Good,1,1,,1
1203,1568,TextLint,,TQ 2 Good,Post,Like,Like,Good,0,0,,0
1206,1598,TextLint,,TQ 2 Good,Post,Like,Like,Good,0,0,,0
1212,1094,TextLint,,TQ 2 Good,Post,,,Good,1,1,,1
1224,1427,TextLint,,TQ 2 Good,Post,Like,Like,Good,0,0,,0
1225,2893,TextLint,,TQ 2 Good,Post,,,Good,1,1,,1
1226,1179,TextLint,,TQ 2 Good,Post,,,Good,0,0,,0
1235,2026,TextLint,,TQ 2 Good,Post,Like,Like,Good,0,0,,0
1238,2058,TextLint,,TQ 2 Good,Post,,,Good,1,1,,1
1247,5291,TextLint,,TQ 3 Good,Post,,There are errors in construction,Good,1,1,,1
1252,2151,TextLint,,TQ 3 Good,Post,,There are errors in construction,Good,0,0,,0
1265,1568,TextLint,,TQ 3 Good,Post,Like,There are errors in construction,Good,1,1,,1
1268,1598,TextLint,,TQ 3 Good,Post,Like,It's well constructed,Good,0,0,,0
1274,1094,TextLint,,TQ 3 Good,Post,,It's well constructed,Good,0,0,,0
1286,1427,TextLint,,TQ 3 Good,Post,Neutral,There are errors in construction,Good,1,1,,1
1287,2893,TextLint,,TQ 3 Good,Post,,There are errors in construction,Good,1,1,,1
1288,1179,TextLint,,TQ 3 Good,Post,,There are errors in construction,Good,1,1,,1
1297,2026,TextLint,,TQ 3 Good,Post,Neutral,There are errors in construction,Good,1,1,,1
1300,2058,TextLint,,TQ 3 Good,Post,,It's well constructed,Good,1,1,,1
1309,5291,TextLint,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1314,2151,TextLint,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1327,1568,TextLint,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1330,1598,TextLint,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1336,1094,TextLint,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,0,0,,0
1348,1427,TextLint,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,0,0,,0
1349,2893,TextLint,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,1,1,,1
1350,1179,TextLint,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,0,0,,0
1359,2026,TextLint,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,1,P,X,1
1362,2058,TextLint,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,0,0,,0
1371,5291,TextLint,,TQ 5 Color,Post,Hard to differentiate  origins on graph,There are errors in construction,Color,0,0,,0
1376,2151,TextLint,,TQ 5 Color,Post,cant differentiate between japan and usa where theree is a lot of data,There are errors in construction,Color,1,1,,1
1389,1568,TextLint,,TQ 5 Color,Post,Colors are too similar,It's well constructed,Color,1,1,,1
1392,1598,TextLint,,TQ 5 Color,Post,You can’t tell where each shape is as they merge together ,It's well constructed,Color,1,1,,1
1398,1094,TextLint,,TQ 5 Color,Post,Difficult to identify the three subjects within graph,It's well constructed,Color,1,1,,1
1410,1427,TextLint,,TQ 5 Color,Post,The data points are too close together.,It's well constructed,Color,1,1,,1
1411,2893,TextLint,,TQ 5 Color,Post,,There are errors in construction,Color,1,1,,1
1412,1179,TextLint,,TQ 5 Color,Post,,It's well constructed,Color,P,1,X,1
1421,2026,TextLint,,TQ 5 Color,Post,,It's well constructed,Color,1,1,,1
1424,2058,TextLint,,TQ 5 Color,Post,To many colors and blurred.,It's well constructed,Color,0,0,,0
1433,5291,TextLint,,TQ 6 Color,Post,No information on axis or legend.,There are errors in construction,Color,0,0,,0
1438,2151,TextLint,,TQ 6 Color,Post,no key or sufficient lables,There are errors in construction,Color,0,0,,0
1451,1568,TextLint,,TQ 6 Color,Post,,There are errors in construction,Color,1,1,,1
1454,1598,TextLint,,TQ 6 Color,Post,,There are errors in construction,Color,0,0,,0
1460,1094,TextLint,,TQ 6 Color,Post,,There are errors in construction,Color,0,0,,0
1472,1427,TextLint,,TQ 6 Color,Post,,There are errors in construction,Color,1,1,,1
1473,2893,TextLint,,TQ 6 Color,Post,Axis not defined,There are errors in construction,Color,0,0,,0
